year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2007,200000,70000,Diesel,Individual,Manual,Second Owner,7.0,13.93,2179.0,138.1,Tata,19,2
2012,280000,65000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,14,1
2014,580000,88000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,12,1
2009,100000,80000,Diesel,Individual,Manual,Third Owner,5.0,18.8,1248.0,90.0,Tata,17,3
2014,550000,60000,Diesel,Individual,Manual,First Owner,8.0,14.0,2523.0,75.0,Mahindra,12,1
2017,700000,38000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,9,1
2010,150000,80000,Petrol,Individual,Manual,Third Owner,5.0,15.0,1368.0,90.0,Tata,16,3
2014,190000,60000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,12,2
2013,500000,110000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,13,1
2017,640000,110000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,9,1
2011,340000,145000,Diesel,Individual,Manual,First Owner,5.0,20.86,1199.0,75.0,Skoda,15,1
2019,811000,43000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.76,Hyundai,7,1
2016,409999,120000,Diesel,Individual,Manual,First Owner,5.0,23.2,1248.0,73.94,Maruti,10,1
2007,220000,136000,Petrol,Individual,Manual,Second Owner,5.0,16.1,1298.0,88.2,Maruti,19,2
2013,170000,120000,Diesel,Individual,Manual,Second Owner,5.0,17.88,1405.0,48.21,Tata,13,2
2018,700000,25000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.86,Hyundai,8,1
2015,950000,80000,Diesel,Individual,Manual,Second Owner,7.0,15.4,2179.0,120.0,Mahindra,11,2
2003,80000,40000,Petrol,Individual,Manual,Second Owner,5.0,14.4,1599.0,94.0,Hyundai,23,2
2014,420000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.4,1248.0,74.0,Maruti,12,2
2018,899000,35000,Diesel,Individual,Manual,First Owner,5.0,25.1,1248.0,88.5,Maruti,8,1
2019,459999,35000,Petrol,Individual,Manual,First Owner,5.0,19.83,1198.0,67.0,Datsun,7,1
2008,150000,120000,Diesel,Individual,Manual,Second Owner,5.0,18.1,1493.0,110.0,Hyundai,18,2
2017,350000,25000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,9,1
2015,509999,100000,Diesel,Individual,Manual,Second Owner,5.0,23.59,1364.0,67.05,Toyota,11,2
2013,500000,120000,Diesel,Individual,Manual,Third Owner,9.0,15.96,2523.0,62.1,Mahindra,13,3
2017,370000,35000,Petrol,Individual,Manual,First Owner,5.0,17.57,1193.0,88.7,Tata,9,1
2013,240000,44000,Petrol,Individual,Manual,Second Owner,5.0,20.92,998.0,67.1,Maruti,13,2
2015,530000,100000,Diesel,Individual,Manual,Second Owner,5.0,22.54,1396.0,88.73,Hyundai,11,2
2015,1000000,133000,Diesel,Individual,Manual,Second Owner,7.0,15.4,2179.0,120.0,Mahindra,11,2
2018,1600000,35000,Diesel,Individual,Manual,Second Owner,7.0,13.68,2393.0,147.8,Toyota,8,2
2014,350000,64000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,12,1
2015,1100000,70000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179.0,140.0,Mahindra,11,1
2011,220000,70000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,80.0,Hyundai,15,1
2015,350000,100000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2013,370000,90000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,13,2
2014,220000,50000,Petrol,Individual,Manual,First Owner,5.0,17.5,1298.0,85.8,Maruti,12,1
2017,400000,50000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,9,1
2017,570000,31596,Petrol,Dealer,Manual,First Owner,5.0,17.0,1497.0,121.36,Ford,9,1
2013,650000,85710,Diesel,Dealer,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,13,1
2012,1680000,129627,Diesel,Dealer,Manual,First Owner,7.0,11.5,2982.0,171.0,Toyota,14,1
2018,250000,10000,Petrol,Individual,Manual,First Owner,5.0,22.7,799.0,53.64,Datsun,8,1
2014,320000,15000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,12,1
2017,440000,35000,Petrol,Individual,Automatic,First Owner,5.0,20.51,998.0,67.0,Maruti,9,1
2013,315000,49000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,82.85,Hyundai,13,2
2007,100000,70000,Petrol,Individual,Manual,Third Owner,,,,,Hyundai,19,3
2010,202999,158000,Diesel,Individual,Manual,First Owner,5.0,18.8,1248.0,90.0,Tata,16,1
2012,179000,30000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,14,2
2008,140000,60000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,18,2
2008,150000,40000,Petrol,Individual,Manual,Second Owner,5.0,18.2,1061.0,64.0,Maruti,18,2
2011,440000,60000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,15,2
2011,250000,55130,Diesel,Dealer,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,15,2
2014,330000,22000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,12,1
2010,250000,48000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196.0,70.0,Ford,16,1
2012,335000,45000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,82.85,Hyundai,14,1
2016,1025000,22522,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,10,1
2012,320000,51856,Petrol,Dealer,Manual,Third Owner,5.0,18.5,1197.0,80.0,Hyundai,14,3
2015,550000,29434,Petrol,Individual,Manual,First Owner,5.0,20.73,1373.0,91.1,Maruti,11,1
2018,800000,25000,Diesel,Individual,Manual,First Owner,5.0,25.5,1498.0,98.6,Honda,8,1
2017,380000,28000,Petrol,Individual,Manual,Second Owner,5.0,23.84,1199.0,84.0,Tata,9,2
2013,400000,44500,Diesel,Individual,Manual,Second Owner,5.0,20.46,1461.0,83.8,Renault,13,2
2016,375000,34500,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,10,1
2017,1100000,20000,Petrol,Individual,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,9,1
2018,650000,15000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2014,361000,26000,Petrol,Individual,Automatic,First Owner,5.0,19.34,1198.0,76.0,Nissan,12,1
2012,140000,20000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,14,1
2019,550000,3000,Petrol,Individual,Manual,First Owner,5.0,20.14,1197.0,81.86,Hyundai,7,1
2019,670000,20000,Petrol,Individual,Manual,First Owner,5.0,19.5,1199.0,88.76,Honda,7,1
2017,880000,25000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,9,1
2018,950000,35000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2010,300000,60000,Diesel,Individual,Manual,First Owner,5.0,18.3,1991.0,147.9,Chevrolet,16,1
2017,1150000,6825,Petrol,Individual,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,9,1
2015,450000,155000,Diesel,Individual,Automatic,First Owner,5.0,14.81,1998.0,163.7,Chevrolet,11,1
2018,375000,50000,CNG,Individual,Manual,First Owner,5.0,21.94,1196.0,61.7,Maruti,8,1
2016,600000,13500,Petrol,Individual,Manual,First Owner,7.0,17.5,1373.0,91.1,Maruti,10,1
2008,700000,260000,Diesel,Individual,Manual,First Owner,8.0,12.8,2494.0,102.0,Toyota,18,1
2018,600000,65000,Diesel,Individual,Manual,First Owner,5.0,25.4,1186.0,73.97,Hyundai,8,1
2014,630000,95000,Diesel,Individual,Manual,Second Owner,8.0,14.02,2179.0,118.3,Mahindra,12,2
2016,590000,40000,Petrol,Individual,Manual,Second Owner,5.0,20.73,1373.0,91.1,Maruti,10,2
2019,420000,30000,Petrol,Individual,Manual,First Owner,5.0,20.3,1086.0,68.0,Hyundai,7,1
2016,1950000,120000,Diesel,Individual,Manual,First Owner,7.0,13.5,2477.0,175.56,Mitsubishi,10,1
2013,541000,112011,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.1,Tata,13,1
2015,900000,125000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2009,250000,43000,Diesel,Individual,Manual,First Owner,5.0,18.8,1248.0,90.0,Tata,17,1
2019,670000,53534,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,7,1
2019,530000,20000,Petrol,Individual,Manual,First Owner,5.0,20.3,1199.0,83.81,Tata,7,1
2012,150000,70000,Diesel,Individual,Manual,Second Owner,5.0,25.44,936.0,57.6,Chevrolet,14,2
2013,550000,70000,Diesel,Individual,Manual,Third Owner,7.0,15.1,2179.0,140.0,Mahindra,13,3
2015,650000,150000,Diesel,Individual,Manual,First Owner,7.0,15.4,1997.0,120.0,Mahindra,11,1
2012,180000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.4,1405.0,70.0,Tata,14,2
2015,585000,50000,Diesel,Individual,Manual,First Owner,7.0,16.55,2498.0,105.0,Mahindra,11,1
2013,345000,120000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,82.85,Hyundai,13,2
2013,350000,110000,Diesel,Individual,Manual,Third Owner,5.0,22.9,1248.0,74.0,Maruti,13,3
2016,725000,140000,Petrol,Individual,Manual,First Owner,7.0,15.4,1497.0,117.3,Honda,10,1
2012,250000,120000,Diesel,Individual,Manual,First Owner,7.0,15.42,1405.0,70.0,Tata,14,1
2002,45000,70000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,24,2
2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,8.0,12.8,2494.0,102.0,Toyota,19,4
2017,325000,16500,Petrol,Individual,Manual,Second Owner,5.0,23.01,999.0,67.0,Renault,9,2
2016,350000,9900,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,10,1
2012,180000,80000,Petrol,Individual,Manual,Third Owner,5.0,19.7,796.0,46.3,Maruti,14,3
2010,150000,100000,Petrol,Individual,Manual,Second Owner,5.0,16.0,1368.0,90.0,Fiat,16,2
2020,700000,20000,Petrol,Individual,Manual,First Owner,5.0,23.26,1197.0,88.5,Maruti,6,1
2016,795000,90000,Diesel,Individual,Manual,First Owner,5.0,28.09,1248.0,88.5,Maruti,10,1
2019,950000,15000,Diesel,Individual,Manual,First Owner,6.0,16.55,2498.0,105.0,Mahindra,7,1
2018,885000,75000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1498.0,108.5,Volkswagen,8,1
2011,160000,140000,Diesel,Individual,Manual,First Owner,5.0,21.1,1248.0,73.9,Maruti,15,1
2012,300000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.0,1396.0,90.0,Hyundai,14,2
2018,950000,75000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1498.0,108.5,Volkswagen,8,1
2015,549000,90000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,11,1
2018,3000000,20000,Diesel,Individual,Automatic,First Owner,5.0,20.38,1968.0,143.0,Audi,8,1
2015,1200000,61000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2012,570000,100000,Diesel,Individual,Manual,Second Owner,5.0,21.8,1461.0,78.0,Renault,14,2
2017,800000,60000,Diesel,Individual,Manual,Second Owner,6.0,16.55,2498.0,105.0,Mahindra,9,2
2009,375000,100000,Diesel,Individual,Manual,First Owner,5.0,18.1,1493.0,110.0,Hyundai,17,1
2009,300000,170000,Diesel,Individual,Manual,Third Owner,7.0,13.6,2523.0,63.0,Mahindra,17,3
2013,350000,100000,Petrol,Individual,Manual,Second Owner,5.0,16.78,1496.0,88.73,Toyota,13,2
2011,400000,120000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,15,2
2015,434999,50000,Diesel,Individual,Manual,First Owner,5.0,20.14,1498.0,88.8,Volkswagen,11,1
2012,200000,120000,Petrol,Individual,Manual,Second Owner,,,,,Toyota,14,2
2015,260000,25000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,11,1
2013,450000,24019,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,13,1
2013,459999,80000,Diesel,Individual,Manual,Second Owner,5.0,22.32,1582.0,126.32,Hyundai,13,2
2011,210000,100000,Diesel,Individual,Manual,Second Owner,5.0,21.1,1248.0,73.9,Maruti,15,2
2015,540000,93000,Petrol,Individual,Manual,Second Owner,5.0,20.85,1197.0,83.14,Maruti,11,2
2017,710000,50000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,9,1
2018,285000,22000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,8,1
2019,990000,19600,Diesel,Individual,Manual,First Owner,5.0,22.1,1396.0,88.7,Hyundai,7,1
2017,362000,104000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193.0,64.1,Tata,9,1
2017,880000,33000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,9,1
2017,700000,60000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,9,1
2016,600000,60000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,10,1
2015,700000,40000,Petrol,Individual,Manual,First Owner,5.0,13.24,1598.0,102.5,Nissan,11,1
2016,400000,60000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047.0,69.0,Tata,10,1
2010,165000,80000,LPG,Individual,Manual,First Owner,5.0,13.2,1495.0,93.7,Hyundai,16,1
2007,350000,376412,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,19,2
2014,425000,80000,Petrol,Individual,Manual,Third Owner,7.0,16.02,1373.0,93.7,Maruti,12,3
2012,180000,70000,Petrol,Individual,Manual,First Owner,5.0,17.92,1086.0,62.1,Hyundai,14,1
2012,170000,90000,Petrol,Individual,Manual,Third Owner,5.0,20.92,998.0,67.1,Maruti,14,3
2014,370000,183000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,12,1
2018,800000,27000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,8,1
2017,900000,35000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,9,1
2013,390000,120000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,13,1
2014,445000,80000,Diesel,Individual,Manual,Second Owner,5.0,23.4,1248.0,74.0,Maruti,12,2
2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,23.4,1248.0,74.0,Maruti,12,4
2013,275000,55000,LPG,Individual,Manual,First Owner,5.0,14.4,998.0,61.7,Maruti,13,1
2009,200000,120000,Diesel,Individual,Manual,Second Owner,5.0,21.1,1248.0,73.9,Maruti,17,2
2012,350000,72000,Petrol,Individual,Manual,Second Owner,5.0,17.5,1197.0,85.8,Maruti,14,2
2007,95000,120000,Diesel,Individual,Manual,Second Owner,7.0,12.0,2092.0,127.0,Tata,19,2
2014,550000,250000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.04,Toyota,12,1
2016,900000,100000,Diesel,Individual,Manual,First Owner,9.0,13.58,2499.0,72.4,Chevrolet,10,1
2013,350000,120000,Diesel,Individual,Manual,Second Owner,7.0,15.3,2956.0,83.83,Tata,13,2
2014,455999,32000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,12,1
2008,129000,60000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,18,1
2017,254000,40000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2014,570000,48000,Diesel,Individual,Manual,First Owner,5.0,21.7,1498.0,98.96,Ford,12,1
2018,840000,30000,Diesel,Individual,Manual,First Owner,5.0,19.87,1461.0,83.14,Nissan,8,1
2010,235000,100000,Diesel,Individual,Manual,Second Owner,7.0,13.93,2179.0,138.1,Tata,16,2
2016,700000,50000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,10,1
2010,140000,40000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,16,2
2018,528000,5000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,8,1
2017,1500000,12000,Diesel,Individual,Manual,First Owner,5.0,17.1,1956.0,170.0,Jeep,9,1
2016,560000,72000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,10,1
2016,600000,70000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,10,1
2007,102000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.26,1150.0,74.9,Chevrolet,19,2
2014,750000,70000,Diesel,Individual,Manual,Second Owner,7.0,15.1,2179.0,140.0,Mahindra,12,2
2010,148000,70000,Petrol,Individual,Manual,Third Owner,5.0,14.7,1150.0,76.0,Chevrolet,16,3
2015,650000,50000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,11,1
2012,310000,40000,Petrol,Individual,Manual,First Owner,5.0,16.47,1198.0,73.9,Volkswagen,14,1
2014,480000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,82.0,Hyundai,12,1
2018,320000,15000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,8,1
2015,750000,40000,Petrol,Individual,Manual,First Owner,5.0,17.4,1497.0,117.3,Honda,11,1
2017,370000,40000,Petrol,Individual,Manual,First Owner,5.0,19.49,1198.0,67.04,Nissan,9,1
2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.6,1197.0,85.8,Maruti,13,4
2013,420000,67000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,85.8,Maruti,13,1
2010,240000,60000,Petrol,Individual,Manual,Second Owner,5.0,17.5,1298.0,85.8,Maruti,16,2
2017,220000,60000,Petrol,Individual,Manual,First Owner,5.0,22.5,999.0,67.0,Datsun,9,1
2016,350000,30000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,10,1
2018,675000,40000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,8,1
2016,434999,50000,Petrol,Individual,Manual,Second Owner,5.0,18.16,1197.0,78.8,Toyota,10,2
2006,125000,200000,Petrol,Individual,Automatic,Third Owner,5.0,13.1,1997.0,141.1,Honda,20,3
2016,400000,14000,Petrol,Individual,Manual,Second Owner,6.0,18.15,1198.0,82.0,Mahindra,10,2
2015,425000,70000,Diesel,Individual,Manual,First Owner,9.0,13.58,2499.0,72.4,Chevrolet,11,1
2010,311000,94000,Diesel,Individual,Manual,Second Owner,5.0,21.1,1248.0,75.0,Maruti,16,2
2015,509999,197000,Diesel,Individual,Manual,First Owner,10.0,13.58,2499.0,72.4,Chevrolet,11,1
2015,530000,79000,Diesel,Individual,Manual,Second Owner,5.0,25.83,1498.0,99.0,Ford,11,2
2008,210000,120000,Diesel,Individual,Manual,Second Owner,5.0,18.7,1896.0,66.0,Skoda,18,2
2019,977000,30000,Diesel,Individual,Manual,First Owner,8.0,17.3,1497.0,121.0,Mahindra,7,1
2018,440000,20000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,8,1
2018,440000,17000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,8,1
2018,655000,20000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2016,295000,60000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,10,1
2007,65000,70000,Petrol,Individual,Manual,Third Owner,5.0,15.0,1086.0,66.6,Hyundai,19,3
2017,1200000,150000,Diesel,Individual,Manual,First Owner,7.0,17.6,2179.0,153.86,Tata,9,1
2017,1251000,35000,Diesel,Individual,Manual,First Owner,7.0,17.6,2179.0,153.86,Tata,9,1
2010,200000,60000,Diesel,Individual,Manual,First Owner,5.0,23.03,1396.0,69.0,Tata,16,1
2016,750000,40000,Diesel,Individual,Manual,First Owner,5.0,21.19,1396.0,88.73,Hyundai,10,1
2018,400000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998.0,58.16,Maruti,8,1
2017,475000,57000,Petrol,Individual,Manual,First Owner,5.0,17.8,1198.0,86.7,Honda,9,1
2012,110000,120000,Diesel,Individual,Manual,Second Owner,5.0,17.8,1405.0,70.0,Tata,14,2
2017,350000,30000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,9,1
2016,450000,175000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,10,1
2010,150000,90000,Diesel,Individual,Manual,First Owner,5.0,17.0,1405.0,70.0,Tata,16,1
2009,80000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.2,1396.0,53.5,Tata,17,2
2015,430000,35000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,81.83,Hyundai,11,2
2017,1450000,81000,Diesel,Individual,Manual,First Owner,7.0,13.68,2393.0,147.8,Toyota,9,1
2011,360000,100000,Diesel,Individual,Manual,First Owner,5.0,18.3,1991.0,147.9,Chevrolet,15,1
2017,1445000,60000,Diesel,Individual,Automatic,First Owner,7.0,17.6,2179.0,153.86,Tata,9,1
2016,670000,60000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,10,1
2016,2000000,70000,Petrol,Individual,Automatic,First Owner,5.0,13.7,1991.0,183.0,Mercedes-Benz,10,1
2010,175000,83000,Petrol,Individual,Manual,Second Owner,,,,,Maruti,16,2
2015,440000,50000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,11,1
2012,254999,90000,Diesel,Individual,Manual,First Owner,5.0,23.0,1396.0,90.0,Hyundai,14,1
2018,530000,65000,Petrol,Individual,Manual,First Owner,7.0,19.02,1198.0,67.05,Datsun,8,1
2016,890000,40000,Diesel,Individual,Manual,Second Owner,7.0,16.0,1997.0,140.0,Mahindra,10,2
2013,280000,80000,Diesel,Individual,Manual,Second Owner,5.0,22.07,1199.0,73.9,Volkswagen,13,2
2017,725000,35000,Petrol,Individual,Automatic,First Owner,5.0,21.21,1197.0,81.8,Maruti,9,1
2016,700000,30000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,10,1
2007,90000,70000,Petrol,Individual,Manual,First Owner,5.0,18.2,998.0,67.1,Maruti,19,1
2015,287000,100000,Petrol,Individual,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,11,2
2018,1380000,55000,Petrol,Individual,Automatic,First Owner,5.0,14.8,1591.0,121.3,Hyundai,8,1
2013,750000,80000,Diesel,Individual,Manual,Second Owner,7.0,12.99,2494.0,100.6,Toyota,13,2
2016,650000,40000,Petrol,Individual,Manual,First Owner,5.0,17.43,1396.0,105.5,Hyundai,10,1
2013,240000,108916,Petrol,Individual,Manual,Second Owner,5.0,20.51,998.0,67.04,Maruti,13,2
2013,290000,40000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,13,2
2014,229999,80000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,12,1
2016,1000000,50000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498.0,98.6,Honda,10,2
2012,200000,90000,Petrol,Individual,Manual,Second Owner,5.0,17.92,1086.0,62.1,Hyundai,14,2
2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,796.0,46.3,Maruti,22,4
2012,330000,90000,Diesel,Individual,Manual,First Owner,5.0,23.0,1396.0,90.0,Hyundai,14,1
2009,200000,70000,Diesel,Individual,Manual,First Owner,5.0,21.1,1248.0,73.9,Maruti,17,1
2018,420000,31000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,8,1
2009,260000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,17,2
2016,590000,40000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,10,1
2015,545000,180000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,11,1
2011,210000,90000,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.1,Maruti,15,2
2008,185000,110000,Petrol,Individual,Manual,Second Owner,5.0,17.7,1497.0,78.0,Honda,18,2
2006,125000,59000,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.1,Maruti,20,2
2014,280000,60000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,12,2
2005,99000,89500,Petrol,Individual,Manual,First Owner,,,,,Hyundai,21,1
2005,98000,70000,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.1,Maruti,21,2
2009,100000,190000,Diesel,Individual,Manual,First Owner,5.0,17.0,1405.0,71.0,Tata,17,1
2013,250000,180000,Diesel,Individual,Manual,First Owner,5.0,20.8,1461.0,64.1,Mahindra,13,1
2010,750000,150000,Diesel,Individual,Manual,Second Owner,7.0,11.5,2982.0,171.0,Toyota,16,2
2007,160000,130000,Diesel,Individual,Manual,Second Owner,5.0,16.52,1991.0,123.7,Chevrolet,19,2
2013,509999,120000,Diesel,Individual,Automatic,Second Owner,5.0,22.32,1582.0,126.3,Hyundai,13,2
2009,95000,80000,Diesel,Individual,Manual,Second Owner,5.0,17.88,1396.0,52.8,Tata,17,2
2014,525000,80000,Diesel,Individual,Manual,Second Owner,5.0,22.32,1582.0,126.32,Hyundai,12,2
2017,278000,20000,Petrol,Individual,Manual,First Owner,5.0,22.5,999.0,67.0,Datsun,9,1
1997,50000,60000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,29,2
2011,254999,120000,Diesel,Individual,Manual,Third Owner,5.0,22.07,1199.0,73.9,Volkswagen,15,3
2018,950000,51000,Diesel,Individual,Manual,First Owner,5.0,25.1,1248.0,88.5,Maruti,8,1
2007,229999,60000,Petrol,Individual,Manual,Third Owner,5.0,17.7,1497.0,78.0,Honda,19,3
2009,600000,220000,Diesel,Individual,Manual,First Owner,8.0,12.8,2494.0,102.0,Toyota,17,1
2017,330000,20000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2017,350000,40000,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,9,1
2016,560000,35000,Petrol,Individual,Manual,First Owner,5.0,16.2,1199.0,74.0,Volkswagen,10,1
2017,440000,30000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,9,1
2011,220000,90000,Petrol,Individual,Manual,Second Owner,5.0,19.0,998.0,66.1,Maruti,15,2
2017,750000,110000,Diesel,Individual,Manual,Second Owner,5.0,28.4,1248.0,74.02,Maruti,9,2
2015,800000,140000,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,11,1
2007,59259,104000,Diesel,Individual,Manual,Second Owner,5.0,17.2,1396.0,53.5,Tata,19,2
